t,AccG_X,AccG_Y,AccG_Z,Brake,Clutch,ERSCurrentKJ,ERSDelivery,ERSHeatCharging,ERSMaxJ,ERSRecovery,Gas,Gear,KersCharge,KersInput,LapCount,RPM,RideHeight_F,RideHeight_R,SlipAngle_FL,SlipAngle_FR,SlipAngle_RL,SlipAngle_RR,SlipRatio_FL,SlipRatio_FR,SlipRatio_RL,SlipRatio_RR,SpeedKMH,SpeedMPH,SpeedMS,carName,graphics.bestTime,graphics.completedLaps,graphics.currentTime,graphics.isInPit,graphics.lastTime,graphics.position,graphics.session,graphics.sessionTimeLeft,graphics.tyreCompound,inPit,physics.abs,physics.brake,physics.carDamage0,physics.carDamage1,physics.carDamage2,physics.carDamage3,physics.carDamage4,physics.fuel,physics.gas,physics.rpms,physics.speedKmh,physics.tc,physics.tyreWear0,physics.tyreWear1,physics.tyreWear2,physics.tyreWear3,static.hasExtraLap,static.isTimedRace,static.maxFuel,static.maxRpm,static.playerNick,static.track,tyreCompound
98.8,1.413086179180851,0.1,0.0,0.0,0.0,3152.8646323394337,2.0,1.0,4000000.0,1.0,1.0,4,0.7882161580848585,0.30000000000000004,1,6338,0.06942057452787234,0.08630468943344681,2.3259195058734914,2.3259195058734914,1.8607356046987933,1.8607356046987933,0.05382842285021509,0.05980935872246121,0.10579029459470735,0.10878076253083038,180.1906412775388,111.96523896126556,50.05295591042744,ks_lamborghini_huracan_gt3,1:30:000,1,0:08:799,0,1:31:200,1,2,1701200.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.36533333333337,1.0,6338,180.1906412775388,0.2,95.06000000000006,95.06000000000006,94.07200000000009,94.07200000000009,0,1,60.0,8500,Tester,spa,Soft
98.9,1.4199738901734538,0.1,0.0,0.0,0.0,3164.2459403144267,2.0,1.0,4000000.0,1.0,1.0,4,0.7910614850786066,0.30000000000000004,1,6305,0.06946649260115635,0.08635979112138763,2.372070066692589,2.372070066692589,1.8976560533540714,1.8976560533540714,0.054896478686314205,0.060996087429238004,0.1070956961721618,0.11014550054362371,179.003912570762,111.22784015800696,49.72330904743389,ks_lamborghini_huracan_gt3,1:30:000,1,0:08:899,0,1:31:200,1,2,1701100.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.362666666666705,1.0,6305,179.003912570762,0.2,95.05500000000006,95.05500000000006,94.06600000000009,94.06600000000009,0,1,60.0,8500,Tester,spa,Soft
99.0,1.426584774442643,0.1,0.0,0.0,0.0,3175.570504584794,2.0,1.0,4000000.0,1.0,1.0,4,0.7938926261461985,0.30000000000000004,1,6272,0.06951056516295095,0.08641267819554115,2.418440519687056,2.418440519687056,1.934752415749645,1.934752415749645,0.05596962345561472,0.06218847050623858,0.10840731755686245,0.11151674108217435,177.8115294937614,110.48692789306803,49.39209152604484,ks_lamborghini_huracan_gt3,1:30:000,1,0:08:999,0,1:31:200,1,2,1701000.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.360000000000035,1.0,6272,177.8115294937614,0.2,95.05000000000007,95.05000000000007,94.06000000000009,94.06000000000009,0,1,60.0,8500,Tester,spa,Soft
99.1,1.4329175431834316,0.1,0.0,0.0,0.0,3186.837773207251,2.0,1.0,4000000.0,1.0,1.0,4,0.7967094433018127,0.30000000000000004,1,6239,0.06955278362122287,0.08646334034546745,2.465021824845204,2.465021824845204,1.972017459876163,1.972017459876163,0.05704764794641757,0.06338627549601952,0.10972490304562149,0.11289421682042244,176.61372450398048,109.74264660876285,49.059367917772356,ks_lamborghini_huracan_gt3,1:30:000,1,0:09:099,0,1:31:200,1,2,1700900.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.35733333333337,1.0,6239,176.61372450398048,0.2,95.04500000000007,95.04500000000007,94.05400000000009,94.05400000000009,0,1,60.0,8500,Tester,spa,Soft
99.2,1.4389709618100057,0.1,0.0,0.0,0.0,3198.047197031019,2.0,1.0,4000000.0,1.0,1.0,4,0.7995117992577548,0.30000000000000004,1,6205,0.06959313974540003,0.08651176769448005,2.5118049010492944,2.5118049010492944,2.0094439208394355,2.0094439208394355,0.05813034199571225,0.06458926888412472,0.11104819577253719,0.11427765921674343,175.41073111587528,108.99514140420254,48.72520308774313,ks_lamborghini_huracan_gt3,1:30:000,1,0:09:199,0,1:31:200,1,2,1700800.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.3546666666667,1.0,6205,175.41073111587528,0.2,95.04000000000006,95.04000000000006,94.04800000000009,94.04800000000009,0,1,60.0,8500,Tester,spa,Soft
99.3,1.4447438501964103,0.1,0.0,0.0,0.0,3209.1982297245972,2.0,1.0,4000000.0,1.0,1.0,4,0.8022995574311493,0.30000000000000004,1,6172,0.06963162566797607,0.08655795080157128,2.558780627845926,2.558780627845926,2.047024502276741,2.047024502276741,0.05921749453014857,0.06579721614460952,0.11237693775907048,0.11566679856630094,174.20278385539046,108.24455800700783,48.3896621820529,ks_lamborghini_huracan_gt3,1:30:000,1,0:09:299,0,1:31:200,1,2,1700700.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.35200000000004,1.0,6172,174.20278385539046,0.2,95.03500000000007,95.03500000000007,94.04200000000009,94.04200000000009,0,1,60.0,8500,Tester,spa,Soft
99.4,1.4502350829066155,0.1,0.0,0.0,0.0,3220.290327802383,2.0,1.0,4000000.0,1.0,1.0,4,0.8050725819505958,0.30000000000000004,1,6138,0.0696682338860441,0.08660188066325292,2.6059398472240836,2.6059398472240836,2.084751877779267,2.084751877779267,0.06030889360718593,0.06700988178576214,0.11371086996433835,0.11706136405362647,172.99011821423784,107.49104274489918,48.052810615066065,ks_lamborghini_huracan_gt3,1:30:000,1,0:09:399,0,1:31:200,1,2,1700600.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.34933333333337,1.0,6138,172.99011821423784,0.2,95.03000000000007,95.03000000000007,94.03600000000009,94.03600000000009,0,1,60.0,8500,Tester,spa,Soft
99.5,1.4554435894139248,0.1,0.0,0.0,0.0,3231.322950651165,2.0,1.0,4000000.0,1.0,1.0,4,0.8078307376627911,0.30000000000000004,1,6104,0.06970295726275949,0.0866435487153114,2.6532733654005085,2.6532733654005085,2.122618692320407,2.122618692320407,0.06140432645641176,0.06822702939601306,0.11504973233561439,0.11846108380541501,171.77297060398695,106.73474251716998,47.71471405666304,ks_lamborghini_huracan_gt3,1:30:000,1,0:09:499,0,1:31:200,1,2,1700500.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.34666666666671,1.0,6104,171.77297060398695,0.2,95.02500000000006,95.02500000000006,94.03000000000009,94.03000000000009,0,1,60.0,8500,Tester,spa,Soft
99.6,1.4603683543096742,0.1,0.0,0.0,0.0,3242.295560556469,2.0,1.0,4000000.0,1.0,1.0,4,0.8105738901391173,0.30000000000000004,1,6070,0.06973578902873116,0.08668294683447739,2.7007719546120463,2.7007719546120463,2.160617563689637,2.160617563689637,0.06250357952102165,0.06944842169002405,0.11639326385902646,0.11986568494352765,170.55157830997595,105.97580476604807,47.375438419437764,ks_lamborghini_huracan_gt3,1:30:000,1,0:09:599,0,1:31:200,1,2,1700400.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.34400000000004,1.0,6070,170.55157830997595,0.2,95.02000000000007,95.02000000000007,94.02400000000009,94.02400000000009,0,1,60.0,8500,Tester,spa,Soft
99.7,1.4650084175011893,0.1,0.0,0.0,0.0,3253.20762272877,2.0,1.0,4000000.0,1.0,1.0,4,0.8133019056821924,0.30000000000000004,1,6036,0.06976672278334126,0.0867200673400095,2.7484263549146144,2.7484263549146144,2.1987410839316914,2.1987410839316914,0.06360643849945251,0.07067382055494723,0.11774120261044196,0.1212748936381893,169.3261794450528,105.21437744795189,47.03504984584799,ks_lamborghini_huracan_gt3,1:30:000,1,0:09:699,0,1:31:200,1,2,1700300.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.34133333333337,1.0,6036,169.3261794450528,0.2,95.01500000000007,95.01500000000007,94.01800000000009,94.01800000000009,0,1,60.0,8500,Tester,spa,Soft
99.8,1.4693628743989573,0.1,0.0,0.0,0.0,3264.058605329551,2.0,1.0,4000000.0,1.0,1.0,4,0.8160146513323877,0.30000000000000004,1,6002,0.06979575249599304,0.08675490299519166,2.7962272759884557,2.7962272759884557,2.236981820790765,2.236981820790765,0.0647126883871614,0.071902987096846,0.11909328580653061,0.1226884351613729,168.097012903154,104.4506090046457,46.693614695320555,ks_lamborghini_huracan_gt3,1:30:000,1,0:09:799,0,1:31:200,1,2,1700200.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.338666666666704,1.0,6002,168.097012903154,0.2,95.01000000000008,95.01000000000008,94.01200000000009,94.01200000000009,0,1,60.0,8500,Tester,spa,Soft
99.9,1.473430876092978,0.1,0.0,0.0,0.0,3274.847979497228,2.0,1.0,4000000.0,1.0,1.0,4,0.8187119948743071,0.30000000000000004,1,5968,0.06982287250728651,0.08678744700874383,2.8441653989492908,2.8441653989492908,2.275332319159433,2.275332319159433,0.06582211351854073,0.07313568168726747,0.12044924985599423,0.1241060339403576,166.8643183127325,103.68464833430092,46.351199531314585,ks_lamborghini_huracan_gt3,1:30:000,1,0:09:899,0,1:31:200,1,2,1700100.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.33600000000004,1.0,5968,166.8643183127325,0.2,95.00500000000007,95.00500000000007,94.00600000000009,94.00600000000009,0,1,60.0,8500,Tester,spa,Soft
100.0,1.477211629518261,0.1,0.0,0.0,0.0,3285.575219372928,2.0,1.0,4000000.0,1.0,1.0,4,0.821393804843232,0.30000000000000004,1,5934,0.06984807753012173,0.08681769303614609,2.892231378165066,2.892231378165066,2.313785102532053,2.313785102532053,0.06693449760896296,0.07437166400995884,0.12180883041095472,0.12552741361145267,165.62833599004114,102.91664476246785,46.00787110834476,ks_lamborghini_huracan_gt3,1:30:000,1,0:09:999,0,1:31:200,1,2,1700000.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.33333333333337,1.0,5934,165.62833599004114,0.2,95.00000000000007,95.00000000000007,94.00000000000009,94.00000000000009,0,1,60.0,8500,Tester,spa,Soft
100.1,1.4807043976094345,0.1,0.0,0.0,0.0,3296.2398021261115,2.0,1.0,4000000.0,1.0,1.0,4,0.8240599505315279,0.30000000000000004,1,5899,0.06987136265072956,0.08684563518087547,2.940415843077896,2.940415843077896,2.352332674462317,2.352332674462317,0.0680496237969456,0.07561069310771733,0.12317176241848907,0.12695229707387493,164.38930689228266,102.14674801296457,45.66369635896741,ks_lamborghini_huracan_gt3,1:30:000,1,0:10:099,0,1:31:200,1,2,1699900.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.3306666666667,1.0,5899,164.38930689228266,0.2,94.99500000000008,94.99500000000008,93.99400000000009,93.99400000000009,0,1,60.0,8500,Tester,spa,Soft
100.2,1.4839084994444391,0.1,0.0,0.0,0.0,3306.841207980061,2.0,1.0,4000000.0,1.0,1.0,4,0.8267103019950153,0.30000000000000004,1,5865,0.06989272332962959,0.08687126799555552,2.9887094000308734,2.9887094000308734,2.3909675200246987,2.3909675200246987,0.06916727468642878,0.07685252742936531,0.12453778017230185,0.12838040654377011,163.14747257063468,101.37510817868784,45.318742380731855,ks_lamborghini_huracan_gt3,1:30:000,1,0:10:199,0,1:31:200,1,2,1699800.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.32800000000004,1.0,5865,163.14747257063468,0.2,94.99000000000007,94.99000000000007,93.98800000000008,93.98800000000008,0,1,60.0,8500,Tester,spa,Soft
100.3,1.4868233103772732,0.1,0.0,0.0,0.0,3317.3789202372113,2.0,1.0,4000000.0,1.0,1.0,4,0.8293447300593029,0.30000000000000004,1,5830,0.06991215540251515,0.08689458648301818,3.037102634099382,3.037102634099382,2.429682107279506,2.429682107279506,0.07028723238915711,0.07809692487684124,0.12590661736452538,0.12981146360836743,161.90307512315877,100.6018756923523,44.973076423099656,ks_lamborghini_huracan_gt3,1:30:000,1,0:10:299,0,1:31:200,1,2,1699700.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.32533333333337,1.0,5830,161.90307512315877,0.2,94.98500000000007,94.98500000000007,93.98200000000008,93.98200000000008,0,1,60.0,8500,Tester,spa,Soft
100.4,1.48944826215977,0.1,0.0,0.0,0.0,3327.8524253043342,2.0,1.0,4000000.0,1.0,1.0,4,0.8319631063260835,0.30000000000000004,1,5796,0.06992965508106513,0.08691558609727816,3.0855861109265534,3.0855861109265534,2.468468888741243,2.468468888741243,0.07140927856715737,0.07934364285239708,0.1272780071376368,0.13124518928025664,160.65635714760293,99.82720129716319,44.62676587433415,ks_lamborghini_huracan_gt3,1:30:000,1,0:10:399,0,1:31:200,1,2,1699600.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.322666666666706,1.0,5796,160.65635714760293,0.2,94.98000000000008,94.98000000000008,93.97600000000008,93.97600000000008,0,1,60.0,8500,Tester,spa,Soft
100.5,1.4917828430523787,0.1,0.0,0.0,0.0,3338.261212717567,2.0,1.0,4000000.0,1.0,1.0,4,0.8345653031793918,0.30000000000000004,1,5761,0.06994521895368253,0.08693426274441902,3.1341503785625147,3.1341503785625147,2.5073203028500117,2.5073203028500117,0.0725331944753039,0.08059243830589323,0.12865168213648256,0.13268130405177722,159.40756169410676,99.0512360174288,44.27987824836299,ks_lamborghini_huracan_gt3,1:30:000,1,0:10:499,0,1:31:200,1,2,1699500.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.320000000000036,1.0,5761,159.40756169410676,0.2,94.97500000000007,94.97500000000007,93.97000000000008,93.97000000000008,0,1,60.0,8500,Tester,spa,Soft
100.6,1.4938265979239282,0.1,0.0,0.0,0.0,3348.604775167298,2.0,1.0,4000000.0,1.0,1.0,4,0.8371511937918246,0.30000000000000004,1,5726,0.06995884398615952,0.08695061278339142,3.182785969307069,3.182785969307069,2.5462287754456554,2.5462287754456554,0.0736587610039636,0.08184306778218177,0.13002737456039995,0.13411952794950902,158.15693221781822,98.27413112911793,43.932481171616175,ks_lamborghini_huracan_gt3,1:30:000,1,0:10:599,0,1:31:200,1,2,1699400.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.31733333333337,1.0,5726,158.15693221781822,0.2,94.97000000000007,94.97000000000007,93.96400000000008,93.96400000000008,0,1,60.0,8500,Tester,spa,Soft
100.7,1.495579128340357,0.1,0.0,0.0,0.0,3358.882608522885,2.0,1.0,4000000.0,1.0,1.0,4,0.8397206521307212,0.30000000000000004,1,5691,0.06997052752226904,0.08696463302672286,3.2314834015554297,3.2314834015554297,2.585186721244344,2.585186721244344,0.07478575872171137,0.08309528746856819,0.13140481621542502,0.13555958058885342,156.9047125314318,97.49603813036832,43.58464236984217,ks_lamborghini_huracan_gt3,1:30:000,1,0:10:699,0,1:31:200,1,2,1699300.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.3146666666667,1.0,5691,156.9047125314318,0.2,94.96500000000007,94.96500000000007,93.95800000000008,93.95800000000008,0,1,60.0,8500,Tester,spa,Soft
100.8,1.4970400926423881,0.1,0.0,0.0,0.0,3369.0942118572293,2.0,1.0,4000000.0,1.0,1.0,4,0.8422735529643074,0.30000000000000004,1,5656,0.06998026728428258,0.0869763207411391,3.280233181646696,3.280233181646696,2.624186545317357,2.624186545317357,0.07591396791810924,0.0843488532423436,0.13278373856657796,0.13700118122869515,155.6511467576564,96.71710871195171,43.236429654904555,ks_lamborghini_huracan_gt3,1:30:000,1,0:10:799,0,1:31:200,1,2,1699200.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.31200000000004,1.0,5656,155.6511467576564,0.2,94.96000000000006,94.96000000000006,93.95200000000008,93.95200000000008,0,1,60.0,8500,Tester,spa,Soft
100.9,1.4982092060121361,0.1,0.0,0.0,0.0,3379.2390874711923,2.0,1.0,4000000.0,1.0,1.0,4,0.844809771867798,0.30000000000000004,1,5622,0.06998806137341423,0.08698567364809709,3.3290258057146414,3.3290258057146414,2.6632206445717133,2.6632206445717133,0.07704316864653885,0.08560352071837649,0.13416387279021413,0.13844404882613295,154.3964792816235,95.93749472770168,42.88791091156208,ks_lamborghini_huracan_gt3,1:30:000,1,0:10:899,0,1:31:200,1,2,1699100.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.30933333333337,1.0,5622,154.3964792816235,0.2,94.95500000000007,94.95500000000007,93.94600000000008,93.94600000000008,0,1,60.0,8500,Tester,spa,Soft
101.0,1.4990862405286327,0.1,0.0,0.0,0.0,3389.3167409178477,2.0,1.0,4000000.0,1.0,1.0,4,0.8473291852294619,0.30000000000000004,1,5587,0.06999390827019089,0.08699268992422907,3.3778517615405317,3.3778517615405317,2.7022814092324254,2.7022814092324254,0.07817314076708089,0.08685904529675653,0.1355449498264322,0.13988790209127,153.14095470324347,95.1573481649091,42.5391540842343,ks_lamborghini_huracan_gt3,1:30:000,1,0:10:999,0,1:31:200,1,2,1699000.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.30666666666671,1.0,5587,153.14095470324347,0.2,94.95000000000007,94.95000000000007,93.94000000000008,93.94000000000008,0,1,60.0,8500,Tester,spa,Soft
101.1,1.4996710252122618,0.1,0.0,0.0,0.0,3399.326681026584,2.0,1.0,4000000.0,1.0,1.0,4,0.849831670256646,0.30000000000000004,1,5552,0.0699978068347484,0.0869973682016981,3.4267015304075326,3.4267015304075326,2.741361224326026,2.741361224326026,0.07930366398943146,0.0881151822104794,0.13692670043152735,0.14133245954205131,151.88481778952058,94.37682111469219,42.190227163755715,ks_lamborghini_huracan_gt3,1:30:000,1,0:11:099,0,1:31:200,1,2,1698900.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.30400000000004,1.0,5552,151.88481778952058,0.2,94.94500000000008,94.94500000000008,93.93400000000008,93.93400000000008,0,1,60.0,8500,Tester,spa,Soft
101.2,1.49996344605809,0.1,0.0,0.0,0.0,3409.2684199270434,2.0,1.0,4000000.0,1.0,1.0,4,0.8523171049817608,0.30000000000000004,1,5517,0.06999975630705393,0.08699970756846472,3.4755655889564134,3.4755655889564134,2.780452471165131,2.780452471165131,0.08043451791584842,0.08937168657316491,0.13830885523048142,0.14277743955913963,150.62831342683506,93.59606574234593,41.84119817412085,ks_lamborghini_huracan_gt3,1:30:000,1,0:11:199,0,1:31:200,1,2,1698800.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.301333333333375,1.0,5517,150.62831342683506,0.2,94.94000000000007,94.94000000000007,93.92800000000008,93.92800000000008,0,1,60.0,8500,Tester,spa,Soft
101.3,1.4999634460580942,0.1,0.0,0.0,0.0,3419.141473072896,2.0,1.0,4000000.0,1.0,1.0,3,0.854785368268224,0.30000000000000004,1,5482,0.06999975630705396,0.08699970756846476,3.524434411042142,3.524434411042142,2.8195475288337137,2.8195475288337137,0.08156548208411814,0.09062831342679793,0.13969114476947772,0.1442225604408176,149.37168657320206,92.81523425767713,41.49213515922279,ks_lamborghini_huracan_gt3,1:30:000,1,0:11:299,0,1:31:200,1,2,1698700.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.298666666666705,1.0,5482,149.37168657320206,0.2,94.93500000000007,94.93500000000007,93.92200000000008,93.92200000000008,0,1,60.0,8500,Tester,spa,Soft
101.4,1.4996710252122747,0.1,0.0,0.0,0.0,3428.945359265462,2.0,1.0,4000000.0,1.0,1.0,3,0.8572363398163654,0.30000000000000004,1,5447,0.0699978068347485,0.08699736820169819,3.5732984695910237,3.5732984695910237,2.8586387756728193,2.8586387756728193,0.08269633601053511,0.09188481778948346,0.14107329956843181,0.14566754045790598,148.11518221051654,92.03447888533087,41.143106169587924,ks_lamborghini_huracan_gt3,1:30:000,1,0:11:399,0,1:31:200,1,2,1698600.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.29600000000004,1.0,5447,148.11518221051654,0.2,94.93000000000008,94.93000000000008,93.91600000000008,93.91600000000008,0,1,60.0,8500,Tester,spa,Soft
101.5,1.4990862405286545,0.1,0.0,0.0,0.0,3438.6796006771574,2.0,1.0,4000000.0,1.0,1.0,3,0.8596699001692893,0.30000000000000004,1,5412,0.06999390827019103,0.08699268992422923,3.622148238458024,3.622148238458024,2.8977185907664196,2.8977185907664196,0.0838268592328857,0.09314095470320634,0.14245505017352697,0.1471120979086873,146.85904529679368,91.25395183511398,40.794179249109355,ks_lamborghini_huracan_gt3,1:30:000,1,0:11:499,0,1:31:200,1,2,1698500.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.29333333333337,1.0,5412,146.85904529679368,0.2,94.92500000000007,94.92500000000007,93.9100000000001,93.9100000000001,0,1,60.0,8500,Tester,spa,Soft
101.6,1.4982092060121666,0.1,0.0,0.0,0.0,3448.3437228747903,2.0,1.0,4000000.0,1.0,1.0,3,0.8620859307186977,0.30000000000000004,1,5377,0.06998806137341444,0.08698567364809733,3.670974194283914,3.670974194283914,2.9367793554271313,2.9367793554271313,0.08495683135342773,0.09439647928158636,0.143836127209745,0.1485559511738243,145.60352071841362,90.47380527232139,40.44542242178156,ks_lamborghini_huracan_gt3,1:30:000,1,0:11:599,0,1:31:200,1,2,1698400.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.29066666666671,1.0,5377,145.60352071841362,0.2,94.92000000000007,94.92000000000007,93.9040000000001,93.9040000000001,0,1,60.0,8500,Tester,spa,Soft
101.7,1.4970400926424272,0.1,0.0,0.0,0.0,3457.937254842679,2.0,1.0,4000000.0,1.0,1.0,3,0.8644843137106698,0.30000000000000004,1,5343,0.06998026728428285,0.08697632074113941,3.7197668183518635,3.7197668183518635,2.975813454681491,2.975813454681491,0.08608603208185742,0.09565114675761935,0.1452162614333813,0.14999881877126225,144.34885324238064,89.69419128807131,40.09690367843907,ks_lamborghini_huracan_gt3,1:30:000,1,0:11:699,0,1:31:200,1,2,1698300.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.28800000000004,1.0,5343,144.34885324238064,0.2,94.91500000000008,94.91500000000008,93.8980000000001,93.8980000000001,0,1,60.0,8500,Tester,spa,Soft
101.8,1.4955791283404047,0.1,0.0,0.0,0.0,3467.4597290056095,2.0,1.0,4000000.0,1.0,1.0,3,0.8668649322514024,0.30000000000000004,1,5308,0.06997052752226936,0.08696463302672323,3.7685165984431293,3.7685165984431293,3.0148132787545037,3.0148132787545037,0.08721424127825528,0.09690471253139475,0.14659518378453423,0.15144041941110395,143.09528746860525,88.91526186965471,39.74869096350146,ks_lamborghini_huracan_gt3,1:30:000,1,0:11:799,0,1:31:200,1,2,1698200.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.28533333333338,1.0,5308,143.09528746860525,0.2,94.91000000000008,94.91000000000008,93.8920000000001,93.8920000000001,0,1,60.0,8500,Tester,spa,Soft
101.9,1.4938265979239844,0.1,0.0,0.0,0.0,3476.910681251625,2.0,1.0,4000000.0,1.0,1.0,3,0.8692276703129063,0.30000000000000004,1,5273,0.0699588439861599,0.08695061278339188,3.817214030691493,3.817214030691493,3.0537712245531945,3.0537712245531945,0.08834123899600312,0.09815693221778124,0.14797262543955939,0.1528804720504484,141.84306778221875,88.13716887090504,39.40085216172743,ks_lamborghini_huracan_gt3,1:30:000,1,0:11:899,0,1:31:200,1,2,1698100.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.28266666666671,1.0,5273,141.84306778221875,0.2,94.90500000000007,94.90500000000007,93.8860000000001,93.8860000000001,0,1,60.0,8500,Tester,spa,Soft
102.0,1.4917828430524431,0.1,0.0,0.0,0.0,3486.2896509546467,2.0,1.0,4000000.0,1.0,1.0,3,0.8715724127386616,0.30000000000000004,1,5238,0.06994521895368296,0.08693426274441954,3.8658496214360483,3.8658496214360483,3.0926796971488386,3.0926796971488386,0.08946680552466282,0.09940756169406981,0.1493483178634768,0.15431869594818026,140.59243830593022,87.36006398259417,39.05345508498061,ks_lamborghini_huracan_gt3,1:30:000,1,0:11:999,0,1:31:200,1,2,1698000.0000000014,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.280000000000044,1.0,5238,140.59243830593022,0.2,94.90000000000008,94.90000000000008,93.8800000000001,93.8800000000001,0,1,60.0,8500,Tester,spa,Soft
102.1,1.4894482621598433,0.1,0.0,0.0,0.0,3495.596180996922,2.0,1.0,4000000.0,1.0,1.0,3,0.8738990452492306,0.30000000000000004,1,5203,0.06992965508106562,0.08691558609727874,3.914413889072013,3.914413889072013,3.1315311112576105,3.1315311112576105,0.09059072143280944,0.10065635714756604,0.15072199286232266,0.15575481071970093,139.34364285243396,86.58409870285975,38.706567459009435,ks_lamborghini_huracan_gt3,1:30:000,1,0:12:099,0,1:31:200,1,2,1697900.0000000016,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.277333333333374,1.0,5203,139.34364285243396,0.2,94.89500000000008,94.89500000000008,93.8740000000001,93.8740000000001,0,1,60.0,8500,Tester,spa,Soft
102.2,1.486823310377355,0.1,0.0,0.0,0.0,3504.8298177913075,2.0,1.0,4000000.0,1.0,1.0,3,0.8762074544478269,0.30000000000000004,1,5169,0.06991215540251569,0.08689458648301884,3.962897365899186,3.962897365899186,3.170317892719349,3.170317892719349,0.09171276761080974,0.10190307512312193,0.15209338263543412,0.1571885363915902,138.0969248768781,85.80942430767061,38.36025691024391,ks_lamborghini_huracan_gt3,1:30:000,1,0:12:199,0,1:31:200,1,2,1697800.0000000016,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.274666666666704,1.0,5169,138.0969248768781,0.2,94.89000000000007,94.89000000000007,93.8680000000001,93.8680000000001,0,1,60.0,8500,Tester,spa,Soft
102.3,1.4839084994445295,0.1,0.0,0.0,0.0,3513.9901113033725,2.0,1.0,4000000.0,1.0,1.0,3,0.8784975278258431,0.30000000000000004,1,5134,0.0698927233296302,0.08687126799555624,4.0112905999676975,4.0112905999676975,3.2090324799741583,3.2090324799741583,0.09283272531353814,0.10314747257059793,0.15346221982765773,0.15861959345618762,136.85252742940207,85.036191821335,38.014590952611684,ks_lamborghini_huracan_gt3,1:30:000,1,0:12:299,0,1:31:200,1,2,1697700.0000000016,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.27200000000004,1.0,5134,136.85252742940207,0.2,94.88500000000008,94.88500000000008,93.8620000000001,93.8620000000001,0,1,60.0,8500,Tester,spa,Soft
102.4,1.4807043976095335,0.1,0.0,0.0,0.0,3523.0766150733334,2.0,1.0,4000000.0,1.0,1.0,3,0.8807691537683334,0.30000000000000004,1,5100,0.06987136265073023,0.08684563518087626,4.0595841569206765,4.0595841569206765,3.2476673255365416,3.2476673255365416,0.09395037620302138,0.10438930689224597,0.15482823758147057,0.16004770292608286,135.610693107754,84.26455198705821,37.66963697437611,ks_lamborghini_huracan_gt3,1:30:000,1,0:12:399,0,1:31:200,1,2,1697600.0000000016,Soft,0,0.3,0.0,1.5,0.0,0.0,0.0,2.0,57.26933333333337,1.0,5100,135.610693107754,0.2,94.88000000000008,94.88000000000008,93.8560000000001,93.8560000000001,0,1,60.0,8500,Tester,spa,Soft
